debugUEWQ10:debugGPN07T,initialized,0,,1598968442145
debugUEWQ10:debugGPN07T,window_resize,0,"[1024, 767]",1598968442145
debugUEWQ10:debugGPN07T,focus,2725,off,1598968444870
debugUEWQ10:debugGPN07T,focus,4164,on,1598968449034
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,initialized,0,,1598971657314
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,window_resize,0,"[1366, 676]",1598971657314
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,window_resize,11701,"[1366, 768]",1598971669015
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,window_resize,198875,"[1366, 676]",1598971867890
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,2906,off,1598971870796
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,4906,on,1598971875702
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,12555,off,1598971888257
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,59,on,1598971888316
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,525052,off,1598972413368
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,15151,on,1598972428519
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,253651,off,1598972682170
A248QG4DPULP46:3F6HPJW4JHT99XPJNGGDQHRH4RO2WR,focus,69626,on,1598972751796
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,initialized,0,,1598971701911
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,window_resize,0,"[1024, 767]",1598971701911
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,4332,off,1598971706243
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,26457,on,1598971732700
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,12381,off,1598971745081
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,308914,on,1598972053995
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,56216,off,1598972110211
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,140612,on,1598972250823
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,290584,off,1598972541407
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,32100,on,1598972573507
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,275311,off,1598972848818
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,43423,on,1598972892241
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,82015,off,1598972974256
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,36579,on,1598973010835
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,110421,off,1598973121256
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,111157,on,1598973232413
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,83175,off,1598973315588
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,2663,on,1598973318251
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,11626,off,1598973329877
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,51671,on,1598973381548
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,357973,off,1598973739521
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,36740,on,1598973776261
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,176073,off,1598973952334
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,138406,on,1598974090740
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,58696,off,1598974149436
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,22363,on,1598974171799
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,294010,off,1598974465809
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,96421,on,1598974562230
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,242015,off,1598974804245
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,83750,on,1598974887995
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,162599,off,1598975050594
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,85374,on,1598975135968
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,627560,off,1598975763528
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,15328,on,1598975778856
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,248110,off,1598976026966
A1CMDCHS6TMIHU:3FFJ6VRIL5HKCS20JC8K62PUSI60IY,focus,50246,on,1598976077212
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,initialized,0,,1598972353486
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,0,"[1024, 752]",1598972353486
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,47333,off,1598972400819
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,203539,on,1598972604358
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,51022,"[1280, 708]",1598972655380
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,14342,off,1598972669722
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,110421,on,1598972780143
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,117500,off,1598972897643
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,8138,on,1598972905781
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,768035,off,1598973673816
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,19164,on,1598973692980
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,374961,off,1598974067941
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,1895046,on,1598975962987
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,151655,"[1024, 752]",1598976114642
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,539146,off,1598976653788
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,2124405,on,1598978778193
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,258870,"[1280, 940]",1598979037063
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,1775,"[1600, 885]",1598979038838
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,2331,"[1920, 1062]",1598979041169
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,97991,"[2560, 1416]",1598979139160
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,2678,"[5120, 2832]",1598979141838
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,1414,"[3840, 2124]",1598979143252
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,6703,"[2560, 1416]",1598979149955
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,145848,off,1598979295803
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,13693,on,1598979309496
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,252236,"[2048, 1504]",1598979561732
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,1839,off,1598979563571
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,7171,on,1598979570742
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,5112,off,1598979575854
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,7581,on,1598979583435
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4911,off,1598979588346
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,17693,on,1598979606039
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,13904,off,1598979619943
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,5682,on,1598979625625
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4199,off,1598979629824
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4827,on,1598979634651
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,5147,off,1598979639798
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,9271,on,1598979649069
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,5057,off,1598979654126
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,7119,on,1598979661245
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,14574,off,1598979675819
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,7466,on,1598979683285
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,3626,off,1598979686911
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4481,on,1598979691392
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,8978,off,1598979700370
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4842,on,1598979705212
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,17230,off,1598979722442
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,6723,on,1598979729165
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,21834,off,1598979750999
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4608,on,1598979755607
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4627,off,1598979760234
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,26172,on,1598979786406
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,15814,off,1598979802220
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,22150,on,1598979824370
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,11645,off,1598979836015
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4952,on,1598979840967
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,14291,off,1598979855258
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,19497,on,1598979874755
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,4240,off,1598979878995
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,13926,on,1598979892921
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,19509,off,1598979912430
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,6590,on,1598979919020
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,12330,off,1598979931350
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,44428,on,1598979975778
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,11547,off,1598979987325
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,7608,on,1598979994933
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,7129,"[1365, 1002]",1598980002062
A2WTKP7WMDN1:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,2035,"[1706, 944]",1598980004097
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,initialized,0,,1598972442676
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,window_resize,0,"[1280, 578]",1598972442676
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,15971,off,1598972458647
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,2218,on,1598972460865
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,141467,off,1598972602332
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,71640,on,1598972673972
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,2379,off,1598972676351
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,59744,on,1598972736095
A28JKMHWMDHY:3LOZAJ85YH6OYXU9XLCZS05ODTU2XK,focus,1472,off,1598972737567
A3K9GTQBOI7O5A:3UOUJI6MTH7XI93BG5M5YJ0GWKDXUX,initialized,0,,1598972892987
A3K9GTQBOI7O5A:3UOUJI6MTH7XI93BG5M5YJ0GWKDXUX,window_resize,0,"[1024, 720]",1598972892987
A3K9GTQBOI7O5A:3UOUJI6MTH7XI93BG5M5YJ0GWKDXUX,window_resize,3999,"[1366, 676]",1598972896986
A3K9GTQBOI7O5A:3UOUJI6MTH7XI93BG5M5YJ0GWKDXUX,focus,2225966,off,1598975122952
A3K9GTQBOI7O5A:3UOUJI6MTH7XI93BG5M5YJ0GWKDXUX,focus,22563,on,1598975145515
A1S17DZFXH9US4:3ZAZR5XV05BQ1AMQVWPQ1YULXLMCZJ,initialized,0,,1598974771907
A1S17DZFXH9US4:3ZAZR5XV05BQ1AMQVWPQ1YULXLMCZJ,window_resize,0,"[1024, 720]",1598974771907
A1S17DZFXH9US4:3ZAZR5XV05BQ1AMQVWPQ1YULXLMCZJ,focus,507197,off,1598975279104
